trip_id,avg_speed,max_speed,overspeed_ratio,harsh_brake_count,sharp_turn_count,night_ratio,trip_distance_km,trip_duration_min,is_night_trip,has_harsh_brake,has_sharp_turn,is_overspeed,missing,target
T20,71.98473153382331,124.26555836022608,0.5118741443568248,2,1,0.0838692867411941,16.17679214824801,6.281217144284048,0,1,1,1,0,1
T21,46.61335549270196,84.0997829461782,0.688582905978319,2,3,0.08069023184652414,6.059179161271116,39.90556057407868,0,1,1,1,0,1
T22,51.012923070318855,82.97885592482577,0.20447196250168995,4,1,0.17924544488500144,6.451709647191498,11.047956465027994,0,1,1,1,0,1
T23,28.628777206798148,73.27359256340958,0.5958644272836959,2,2,0.16387814419810628,5.414385396851261,22.07177189742587,0,1,1,1,0,1
T24,41.834259132122256,61.310293033809955,0.2615212993022953,2,3,0.09685258545509372,11.484506585477114,24.97849942182544,0,1,1,1,0,1
T25,51.663838845647994,107.50358115214487,0.268754195945957,3,2,0.10694951020087648,2.275591017358988,21.116466299442273,0,1,1,1,0,1
T26,32.73509633866546,117.47152787794272,0.36055965684974134,1,0,0.2735092845273017,11.8177117432782,12.678749203522182,0,1,0,1,0,0
T27,55.63547027518508,62.131618283214294,0.11298080799131428,0,4,0.05204969272229541,2.4222204954096087,29.4980863603909,0,0,1,0,0,0
T28,40.99041965121793,78.34323243150797,0.3190945834602299,2,1,0.1274389376016463,7.5014329503677315,20.4300112391664,0,1,1,1,0,1
T29,45.62459375310085,71.00267398579665,0.24081912848996226,0,2,0.5394928776241643,3.9267959266740746,5.662777951885598,1,0,1,1,0,0
T30,40.97440081655905,71.59521850270046,0.05208460005960308,0,2,0.17004358053017316,2.4614987240493376,32.29313579810961,0,0,1,0,0,0
T31,77.78417276763406,103.71816510859725,0.5884966134873126,2,2,0.047328946277582225,0.479810677385445,28.7595360951827,0,1,1,1,0,1
T32,49.79754162893099,53.76076909267756,0.5480631729835186,0,2,0.38541968768328067,7.271514476287098,13.357972714757533,0,0,1,1,0,1
T33,34.13433606566149,89.32939381872612,0.3337477832126704,4,2,0.308898441688272,21.494574380750304,29.302570558754372,0,1,1,1,0,1
T34,62.338173681547836,94.56476214611732,0.4323911332757947,1,2,0.10313270970326908,4.004774063990471,40.75363531988509,0,1,1,1,0,1
T35,31.687345250434667,77.15697652796362,0.3694363823090463,1,1,0.0953411882715572,13.452491169837696,40.72109758168314,0,1,1,1,0,0
T36,53.132953925071334,97.86135653973545,0.05626825311458997,2,1,0.3696488665846944,8.400567502809825,5.9803028598913155,0,1,1,0,0,0
T37,20.604948141803366,82.953036810749,0.5654861370935735,3,3,0.038437396555692296,12.167386739107847,5.183030946308861,0,1,1,1,0,1
T38,30.077209266523543,104.34259842312224,0.35189260473329764,3,2,0.004348054813442754,8.91669702387581,42.973063798686425,0,1,1,1,0,1
T39,52.952918538036855,49.55589390148292,0.3033776768355254,2,3,0.3047236449240638,7.136516429386601,23.701605305482666,0,1,1,1,0,1
T40,61.07699869993115,73.02449477986261,0.08133992856532249,0,2,0.7309518079139019,5.34678511278098,44.38477279932429,1,0,1,0,0,0
T41,52.57052421784956,78.5637371429793,0.04117361065131434,2,3,0.12651290177245347,4.56465666801647,18.13320780063882,0,1,1,0,0,0
T42,48.265275764176394,26.555852310573016,0.175882244283722,2,2,0.093528128812894,6.98742089570619,33.656878822590556,0,1,1,1,0,0
T43,45.48344456616067,58.280945328429304,0.5355986596978337,0,1,0.1275799316657165,4.203272487823195,21.63732253167141,0,0,1,1,0,0
T44,27.822170144488588,63.72801491282428,0.4997210900797167,3,3,0.022254014798018414,10.707947498532942,6.263617138100643,0,1,1,1,0,1
T45,39.20233687407937,98.964119896467,0.21089013841560256,3,2,0.09672157845390654,8.657873032050658,13.250323838852704,0,1,1,1,0,1
T46,43.09041843560319,65.86313307370798,0.1610729776092831,2,0,0.15478066930142473,4.844131364745127,11.848865877229793,0,1,0,1,0,0
T47,65.85683339328374,63.638420253880454,0.25827342613758975,3,2,0.26893220020789255,2.997833354567809,32.39805871880705,0,1,1,1,0,1
T48,55.15427434352692,96.34971561312383,0.38887948322128973,2,2,0.3557298519564018,14.558779635883845,11.054767681604163,0,1,1,1,0,1
T49,23.55439766955899,47.64178708419891,0.065388233032043,2,3,0.4328906840470761,11.250105827046536,43.85715215276773,0,1,1,0,0,1
T50,54.86125954092192,38.575118651128555,0.5197937741106776,1,2,0.08268316102715884,22.65053516790347,10.785543029047348,0,1,1,1,0,1
T51,44.22376579375525,72.76815399861307,0.2148857265177094,3,1,0.47933034790731005,18.040595982805602,83.86483568396251,0,1,1,1,0,1
T52,39.84616999541062,51.045864638432896,0.2569248112107955,2,2,0.3417534144239309,7.13821373849525,13.697068468742218,0,1,1,1,0,1
T53,59.175144332613016,51.80641410680702,0.26465055096709994,3,3,0.1449465197054884,2.7111604927918664,34.271141187396,0,1,1,1,0,1
T54,65.46499283743927,91.46867583375963,0.5140082051586123,1,2,0.27718256678065156,0.3114599676797711,17.772672996107723,0,1,1,1,0,1
T55,63.96920178674298,97.51947675825159,0.4090194093211458,3,1,0.0819204206258603,12.115639825603278,32.80709123799353,0,1,1,1,0,1
T56,37.41173715166042,95.7772843170425,0.4204387037450101,1,2,0.4205950098788825,3.2310980929826183,20.285939836348383,0,1,1,1,0,1
T57,45.36181436223178,102.17553320614465,0.15079741015201212,0,1,0.47655314212613437,15.038253055979851,26.740848072131953,0,0,1,1,0,0
T58,54.96895147105346,104.82268640029604,0.029969020598987976,1,4,0.6811243992732381,3.717094777462301,25.53121458680019,1,1,1,0,0,1
T59,64.63317690683539,37.42819582346138,0.28646226871786634,2,4,0.258386911000266,4.65095479244344,17.903348025642085,0,1,1,1,0,1
T60,42.81238643232065,89.00823919858934,0.14465554967622896,2,1,0.0849815187834163,5.584847886806905,14.211156117111077,0,1,1,0,0,0
T61,47.215115350042744,69.40783600860883,0.22806765866992787,1,1,0.0775352435502651,21.620731259164803,41.05463941370013,0,1,1,1,0,0
T62,33.40497538990958,65.05151508019128,0.19849882616089704,3,5,0.5559764066384536,13.637007560993002,40.416859587723955,1,1,1,1,0,1
T63,32.05690063878994,91.20829264417411,0.11125046022420353,2,3,0.03279343917188955,10.840852844848513,19.90604334038905,0,1,1,0,0,0
T64,62.18788733591297,45.39409040208496,0.3206028290154746,3,1,0.37629630979178474,11.498980964269439,11.301867140667813,0,1,1,1,0,1
T65,70.34360042856234,44.9778278825536,0.3994413598566533,3,8,0.004639154596283411,9.12534215221135,21.44173349318041,0,1,1,1,0,1
T66,48.91984817629499,92.67145488163435,0.3274659172076003,1,3,0.3692165074631854,16.41683122273242,47.14622526171091,0,1,1,1,0,1
T67,65.05299346838036,89.75572035021796,0.5503674275886774,3,3,0.23330994278915798,21.596776362800732,16.873676174741178,0,1,1,1,0,1
T68,55.424540375714514,82.7346531174302,0.41929063960165786,2,0,0.2691927917269922,5.499058812854156,33.6648100308618,0,1,0,1,0,1
T69,40.323203680923136,62.40173190553726,0.20340935762298243,2,3,0.1494905736839184,11.674043158522904,18.326117232514427,0,1,1,1,0,1
T70,55.42093408262621,94.87659269164249,0.12473463841738167,2,3,0.2614746909340287,24.54485063584852,12.174362612366576,0,1,1,0,0,1
T71,73.07054849698955,93.60605784120952,0.4191965145288027,2,1,0.36258437846285413,11.41996519600031,5.4482305735819825,0,1,1,1,0,1
T72,49.46260941335073,81.70609030094909,0.24574346653207277,1,1,0.3729122750017745,4.057683640014113,14.018892480308944,0,1,1,1,0,0
T73,73.4696548372101,56.45357917460457,0.32114155258822324,4,1,0.21154240055253826,10.446056992843687,18.66516973589149,0,1,1,1,0,1
T74,10.703823438653835,71.49503308540986,0.3752186868020849,2,1,0.2094823771334221,7.96434779295131,17.887819434477667,0,1,1,1,0,1
T75,62.32853756562836,96.75667355048886,0.4134076390734185,1,1,0.17071018061776327,20.639914327762398,1.2123571665923456,0,1,1,1,0,0
T76,51.30570602357257,106.54382445603574,0.1456223367341316,2,1,0.12522254892281995,9.568186935190091,3.684902899505219,0,1,1,0,0,0
T77,45.51488974301199,73.46926793247343,0.3665067459719737,1,4,0.09711392964500334,7.519061725890992,6.59805598472195,0,1,1,1,0,1
T78,51.37641164803254,75.00654064383475,0.4218107361552872,1,1,0.620815381500957,14.003757520801333,16.29679869200767,1,1,1,1,0,1
T79,20.186466280986608,76.76621783949878,0.1550652578077455,2,3,0.2886377664774786,5.037389665570995,41.35266540550257,0,1,1,1,0,1
T80,46.70492168243732,85.49786017821944,0.25405722886426124,2,7,0.44615790795655874,15.851358314226847,67.91709725078181,0,1,1,1,0,1
T81,55.3566885726762,68.37865399879952,0.2206258411591888,1,5,0.06534042920125947,4.60116074245626,32.86072049749909,0,1,1,1,0,1
T82,72.16841067112274,22.116298848568327,0.5069505241884299,1,1,0.15822135874890608,7.684945573380957,21.252076090652235,0,1,1,1,0,1
T83,42.22594672589529,103.85538003294194,0.6251302744544632,2,3,0.08103914275297144,16.393385532900247,8.737503945412204,0,1,1,1,0,1
T84,37.87259595660218,115.893778943251,0.03486469599371779,3,1,0.33679965136053625,16.69015194340297,70.09173746346738,0,1,1,0,0,0
T85,42.47364434623195,67.75200280788575,0.09228465350740284,0,3,0.28349090877449984,9.011735070107765,54.093245131731095,0,0,1,0,0,0
T86,63.731031765531114,58.66693262162452,0.27973898382467804,4,1,0.20018318449671807,14.094542347612162,8.920596623826821,0,1,1,1,0,1
T87,54.93126664489527,77.25798955219555,0.24958275744851324,2,4,0.0474243819522367,11.349106111320486,7.7666440066722995,0,1,1,1,0,1
T88,42.05359694349442,76.24992232542454,0.435550663673074,0,1,0.1643776922181865,4.488483857775337,37.35513668810743,0,0,1,1,0,0
T89,57.699011496700344,99.91037154325919,0.7106716461583182,3,7,0.030152011266255954,1.7810672737763245,9.355538736690978,0,1,1,1,0,1
T90,51.456163240220604,81.09278883290075,0.6855735078399571,1,0,0.015241474004274927,9.079662100639066,11.762332676237152,0,1,0,1,0,1
T91,64.52967485799334,64.14754339257634,0.15319979684422502,3,2,0.433797660100753,8.714393286798497,35.89687701137082,0,1,1,1,0,1
T92,39.469203591839715,53.63181098883902,0.32463717328171643,1,1,0.018096670235634226,6.345619780408779,11.94067447963593,0,1,1,1,0,0
T93,45.085067801033475,97.31268369639346,0.38232734007448743,0,0,0.366294794783663,13.158523136937815,21.083752248367777,0,0,0,1,0,0
T94,44.118377703017636,91.99022482328499,0.4469994989642849,0,1,0.05926724093861858,6.357360978658143,5.9281981706162306,0,0,1,1,0,0
T95,28.04727577801822,101.21119756183637,0.1498289732567584,0,2,0.7599629074264576,16.70808552611693,23.438877753972896,1,0,1,0,0,0
T96,54.44180415596864,60.63626498557812,0.3249448563600595,2,2,0.46615825288088875,3.174609193243119,29.918863797759194,0,1,1,1,0,1
T97,53.91582908269834,116.76873799056659,0.09320764741148159,1,2,0.30627811288333223,13.812707126066456,19.176004651656392,0,1,1,0,0,0
T98,50.07670184963691,45.12610985885526,0.43238680381190603,3,2,0.1414470794676207,8.87070068135422,20.865455731847355,0,1,1,1,0,1
T99,46.481192999372794,94.1920204280296,0.2863452545263312,3,2,0.3495756775147781,5.414819815741527,8.101280776944959,0,1,1,1,0,1
T100,28.769438869243785,41.80834465606197,0.3554940813671601,2,0,0.17901329566716567,17.13108155404534,10.484647564420026,0,1,0,1,0,0
T101,43.69032015851961,64.19337236603064,0.24786205176997558,2,3,0.06820926094583261,8.224052710078002,48.44401059399141,0,1,1,1,0,1
T102,44.85928225209846,111.22045860895918,0.15993940650803282,4,4,0.4927912898117635,12.937823209463904,32.343119920184115,0,1,1,1,0,1
T103,37.96584096167572,96.62728508951979,0.27565650876254744,1,0,0.3045828435155044,1.8846081417353666,10.712238054098087,0,1,0,1,0,0
T104,47.580714325009865,69.07559169025636,0.29182490532913646,1,3,0.19728235966204993,15.314641141955063,19.27777675674135,0,1,1,1,0,1
T105,56.060762852218076,69.62325914356623,0.3767901429138253,3,1,0.15649378089181035,7.951609896415475,27.44410669322565,0,1,1,1,0,1
T106,78.29278851815795,82.01244221670885,0.3105620915658664,2,2,0.06291112276503268,11.206344707224655,19.013041744826058,0,1,1,1,0,1
T107,52.61866719247759,90.28281981521445,0.11751073430670717,2,0,0.0647326003200847,6.1827224418299185,26.21876857709329,0,1,0,0,0,0
T108,53.86325586084146,105.03158765365393,0.06170925143728067,1,3,0.19135875330159316,3.0408000267232764,11.394690428561574,0,1,1,0,0,0
T109,48.883311263507494,70.87531990783012,0.49215509589653594,3,4,0.33320524206139857,9.992089131252527,23.169891649164786,0,1,1,1,0,1
T110,21.21843177051438,47.76429873025597,0.38675178190560033,7,3,0.2049238496255199,6.489525410184893,15.933941778692489,0,1,1,1,0,1
T111,49.602291868261744,83.1393725409752,0.14904700796975975,1,3,0.04763391731338993,10.480121473220859,56.17515222743456,0,1,1,0,0,0
T112,50.9034531491154,70.85138324983211,0.24421431585626793,1,2,0.2359727831314882,16.099749187918093,66.63084610429473,0,1,1,1,0,0
T113,86.94863168727929,53.98732590503106,0.272009986844919,1,1,0.24865582061361272,1.994429524492754,21.88816934885277,0,1,1,1,0,0
T114,47.114585528283165,85.95337830625589,0.38578874974427435,2,2,0.13395725102514627,23.791271832129514,9.7013266842682,0,1,1,1,0,1
T115,54.523210135004184,75.73772491814421,0.29450493725585225,2,2,0.18088152757423304,14.444732953618642,23.465536283605005,0,1,1,1,0,1
T116,49.47932345442135,86.13024412939589,0.48807512277416354,1,4,0.2518530447168614,0.1669299811553982,14.488820194369616,0,1,1,1,0,1
T117,32.46982943570702,62.11111599625639,0.15774114578426848,0,3,0.15020094458182526,8.846314381156112,31.369892974341617,0,0,1,1,0,0
T118,67.14234221772531,89.73421060650998,0.05619776060529666,1,2,0.09854152191278014,19.035180306161323,2.4974980734315078,0,1,1,0,0,0
T119,61.27899549030161,53.65803606490043,0.36087129678341123,0,2,0.07397078817026972,22.382334309432398,10.80140199103085,0,0,1,1,0,0
T120,61.865479205645705,63.44537220606834,0.15952078203457973,4,1,0.015155498020769442,10.439161583188152,24.887365532467008,0,1,1,1,0,1
T121,36.35918817807892,75.14171537825445,0.10232473773428961,4,3,0.1610409797599008,13.851978231612135,18.00194825768029,0,1,1,0,0,1
T122,71.04191466404149,114.83636829919428,0.2855176087804668,1,1,0.15258446186164762,6.286437678487138,17.43627387913158,0,1,1,1,0,0
T123,28.972234058115788,95.69650737096987,0.16172256255550208,5,2,0.28304811988071715,2.594933032567503,21.92488113407419,0,1,1,1,0,1
T124,58.80285640700406,101.54385008535579,0.2304896516452073,0,1,0.6611331852253414,5.215991888240649,9.696591381637635,1,0,1,1,0,0
T125,82.85683438714968,108.34154066686288,0.6639097333363778,1,1,0.13383479861793535,4.668637486126672,17.704182627006354,0,1,1,1,0,1
T126,35.14195512303968,152.05664271621748,0.47473313473419265,1,4,0.24002164965080974,2.335036970157078,20.459764170380073,0,1,1,1,0,1
T127,41.50553405595842,80.83178135116869,0.2695649890625723,0,2,0.6608059695680634,12.764243343070344,17.42343735542456,1,0,1,1,0,0
T128,51.49477047631462,108.40801846259711,0.7614519108907062,0,4,0.26738230560613346,5.9082072080938,37.491750163379564,0,0,1,1,0,1
T129,42.44786518825701,100.25270508803882,0.13886512704525317,3,1,0.14507891918161112,8.943150734005625,50.726551523816774,0,1,1,0,0,1
T130,26.74004853400801,99.92065006615051,0.15525075279509573,4,0,0.31618878211540297,11.087593464877,13.388008029695925,0,1,0,1,0,1
T131,51.02844462209041,115.48479236080362,0.3110685619057477,4,1,0.2714684502049496,23.091975402133787,31.720924913154583,0,1,1,1,0,1
T132,34.06544429410843,71.61373938031048,0.10990322275608522,2,1,0.174942373719003,16.663598628186456,41.42474236574491,0,1,1,0,0,0
T133,57.10388645952772,70.0262995212724,0.4394274921524506,2,2,0.10665246938366277,10.519777705704048,20.97101002109376,0,1,1,1,0,1
T134,36.20863648649295,86.39531026963724,0.2833458215647433,0,2,0.5510322263445045,36.856731516207475,10.876855767411424,1,0,1,1,0,0
T135,73.24901607526309,76.34600456156225,0.09860022646813865,1,3,0.10074613062754895,3.312209163303952,24.177325366648844,0,1,1,0,0,0
T136,38.251200614956446,86.37001705996346,0.2923617815433982,1,3,0.04110039502633917,4.34881236497375,23.901636902203457,0,1,1,1,0,0
T137,45.16907725691487,111.25497570106023,0.02948992187182795,3,3,0.38921856047187914,10.547249547318158,13.760357075574074,0,1,1,0,0,1
T138,62.202758260545046,70.43706554587443,0.08399497521791291,6,3,0.33757257878595853,1.0247460684250003,26.558552201504632,0,1,1,0,0,1
T139,31.53703525349067,73.90642074812538,0.35191934139556036,4,1,0.03363807738928692,9.555907508082484,10.189055640149034,0,1,1,1,0,1
T140,53.41189901906194,83.48622007053154,0.2306124907741467,3,1,0.08952056887726341,10.790854277196209,29.366938580551892,0,1,1,1,0,1
T141,69.60714131423643,75.43363147949661,0.3676795082905871,3,1,0.1413571035360006,1.8485734191854015,16.67021115344263,0,1,1,1,0,1
T142,25.88775148158159,41.71988343973025,0.20572532254838438,1,1,0.10170873218932486,8.089447419252028,59.38862136442813,0,1,1,1,0,0
T143,52.769507877984566,68.39744714602121,0.3699465053948294,0,5,0.018987831862034246,8.60265744129925,28.370715302440267,0,0,1,1,0,1
T144,53.89824191372635,93.74746484475008,0.5046272750382182,2,2,0.40005431480431713,18.970934207974295,9.746365368247808,0,1,1,1,0,1
T145,61.72734307665966,108.75093501865294,0.4799552945385919,2,3,0.28023679926526557,6.620886827607748,71.90136265975065,0,1,1,1,0,1
T146,31.445739336828773,56.90762864924547,0.21542504961727071,1,3,0.274143928207158,4.413932960994102,33.33924454268328,0,1,1,1,0,0
T147,30.193150803735854,56.814352015383136,0.15716246899550237,2,0,0.06634256154239808,11.02985414458512,26.558813385700518,0,1,0,1,0,0
T148,57.829123484253465,80.60467605434671,0.07910907514989747,2,1,0.1502714001947732,8.686983869495107,7.651834391565961,0,1,1,0,0,0
T149,54.45477009849779,38.48809870244327,0.1923605684754764,1,2,0.16407961555900474,5.623057633330459,16.931959206284397,0,1,1,1,0,0
T150,53.75739275518815,71.10059594025745,0.24399668619028989,0,4,0.4441186139261106,20.160555430423635,18.184161354885543,0,0,1,1,0,0
T151,55.19672314245464,45.27915880897213,0.3456978070821123,4,2,0.4441018914310615,16.25761954820871,10.146744385851967,0,1,1,1,0,1
T152,39.79962917632264,107.38122599684931,0.05129383494110766,2,3,0.5647717159689501,22.103530845348445,38.47226413263534,1,1,1,0,0,1
T153,53.48380545741505,64.61337691299191,0.3442807364940006,1,2,0.1546733070092371,8.60355769033199,48.08423889861241,0,1,1,1,0,0
T154,54.39608709948022,113.05668372678055,0.2043876946516615,4,4,0.362376141819624,21.05764049698123,19.48840200195277,0,1,1,1,0,1
T155,39.28472872960448,102.27042706916677,0.06347209192823902,0,0,0.048560058666826514,8.73188380223001,18.3171186438368,0,0,0,0,0,0
T156,77.98661766717134,67.07365404605167,0.2464951316705583,1,0,0.6533965607337687,11.397236647447368,6.559213326894107,1,1,0,1,0,0
T157,57.10749381367681,58.560807263078445,0.2962977815722781,3,1,0.06331035772730001,7.163007731097675,23.35535273492984,0,1,1,1,0,1
T158,32.13044754196027,76.12908501664823,0.3531945521174733,0,2,0.2529131214244177,18.670903006729766,36.09000241937852,0,0,1,1,0,0
T159,59.84830412950745,77.90706751483593,0.23378328301447537,4,2,0.3612384801480928,17.800921987472037,30.178047266764487,0,1,1,1,0,1
T160,35.379774946590175,86.92293887904803,0.5665409313038217,0,1,0.24007544658618396,8.506883188629843,38.65508913768636,0,0,1,1,0,0
T161,61.806269056136784,64.46913420939643,0.16116391545773812,0,1,0.6401790494651497,11.589848415036762,18.104473432243527,1,0,1,1,0,0
T162,67.37893368511106,94.92789747044407,0.41441948742909024,1,3,0.08052109847119503,6.171441576586226,26.344052294077592,0,1,1,1,0,1
T163,37.68976522472434,85.30656109999799,0.25260829138524865,4,1,0.24462152121050346,3.5747219792965135,36.98414079077633,0,1,1,1,0,1
T164,64.45064193866483,73.19209686568271,0.5503292613017802,3,1,0.10079178868512378,17.457568590878722,10.672567442940633,0,1,1,1,0,1
T165,56.191713904047475,65.75918689163954,0.15304287193788066,3,3,0.02742645832536393,6.4257806019446075,21.099815706815797,0,1,1,1,0,1
T166,62.33090239991735,76.30230033802628,0.305973170454672,0,0,0.4947103719114762,14.156754275770362,48.546168803361795,0,0,0,1,0,0
T167,78.4518947398092,63.661974963448614,0.25260754579335853,2,2,0.6022779715070037,7.861784737076669,14.507955435978872,1,1,1,1,0,1
T168,46.31917825995694,81.16877389767176,0.3327324915285832,3,1,0.008024233079258512,8.947441359181418,23.168910409183965,0,1,1,1,0,1
T169,38.693957534637654,81.7087737043982,0.29137084696543836,4,0,0.21157441822841652,5.618852577405491,25.282844449465557,0,1,0,1,0,1
T170,36.65728355561715,85.23414566952678,0.1934080609343925,1,1,0.6893373349835665,25.185497366076156,15.845891717375348,1,1,1,1,0,0
T171,37.762845725518424,115.32484819343708,0.2713170878779123,2,3,0.3006946476128109,12.86927862224399,14.22969238887342,0,1,1,1,0,1
T172,48.843474358788434,77.35110560600855,0.6528502586526819,1,2,0.13678169063734857,6.367093473902537,13.836332821778663,0,1,1,1,0,1
T173,55.117279622249654,100.09195734248965,0.07464390141578868,0,3,0.47337953618984924,15.63045242236156,31.915201308236508,0,0,1,0,0,0
T174,54.150361989950284,84.59174793951404,0.22444788940272078,4,3,0.07387195406894098,10.47759822021024,20.0757990386569,0,1,1,1,0,1
T175,62.40774873554036,75.23511396203092,0.21017996132335773,1,1,0.5089671859352941,26.201939709340177,25.700080907629104,1,1,1,1,0,0
T176,50.19502837816861,77.61681460097532,0.4151483173817741,0,1,0.5183688937274982,5.296039569239159,41.900609142349246,1,0,1,1,0,0
T177,71.80301115735975,78.823471816639,0.7136000876101437,2,4,0.08361474056620007,5.160945471683535,8.987133723058179,0,1,1,1,0,1
T178,46.03014750143066,85.59535415456432,0.5053683029846482,0,2,0.6471374803032034,20.170310765744624,20.504162279544115,1,0,1,1,0,1
T179,90.80253749884429,60.813584695620605,0.20911311985099082,1,4,0.11325627886420388,10.745908137718008,45.22543786581302,0,1,1,1,0,1
T180,59.385010216475095,50.69319233110066,0.07749331774492285,0,0,0.5452005547561546,13.376716895235676,6.387119269819479,1,0,0,0,0,0
T181,37.14263665375576,93.08594786948551,0.11626229734892515,3,1,0.1921465376048719,1.0503645041036611,52.022152318670216,0,1,1,0,0,0
T182,33.93661252908332,97.96247665162518,0.5436366473797185,2,1,0.02693440977401618,30.314046435991784,4.854410926178872,0,1,1,1,0,1
T183,57.23708622864778,94.91271665605606,0.0858940479885045,2,0,0.24230434396942377,13.299955585938868,30.306994144797606,0,1,0,0,0,0
T184,46.64805822011223,83.09944037112945,0.07731364652096563,2,3,0.13351320094310107,4.56242162144793,17.74351844773731,0,1,1,0,0,0
T185,60.71000741138138,95.34449254906578,0.0810553768564922,2,4,0.2820616422890049,13.623564002392891,12.40749734065402,0,1,1,0,0,1
T186,57.09856436860317,94.26858052034285,0.26019049261733596,2,0,0.3462229822996292,6.681312245982051,29.494134400310262,0,1,0,1,0,0
T187,48.90756631014691,95.7525871790991,0.3528196701357068,2,2,0.24736827428744024,3.250722812634779,22.535819096664802,0,1,1,1,0,1
T188,37.29809422897392,62.809183573157725,0.09808350997834892,2,2,0.1613006006078453,28.2941835135395,38.224378621579504,0,1,1,0,0,0
T189,27.277291629712032,58.06096405690738,0.3019388889307781,2,1,0.04315266066735536,18.151154972026802,42.603415122137896,0,1,1,1,0,0
T190,43.302275718994686,72.22861506495458,0.36141580250018457,2,1,0.03462311147872792,4.693195293660046,36.9558974787882,0,1,1,1,0,1
T191,62.84598191485209,79.6523178091469,0.17081370181403768,4,1,0.0901064778403117,3.220205504031026,10.840892292383225,0,1,1,1,0,1
T192,53.21140616195306,75.16157745735421,0.15363419514283624,0,3,0.10784086368738485,5.564655996138939,20.19364981498451,0,0,1,1,0,0
T193,31.31391831932018,42.46619337324249,0.4611408906227506,4,2,0.20441491597975328,4.526499238200751,5.249186058770441,0,1,1,1,0,1
T194,52.59771388776773,114.43385224270284,0.5803589715892977,2,1,0.0652051734217252,19.295365870796804,7.557764146845089,0,1,1,1,0,1
T195,55.77976069593255,74.51908022228528,0.15052345035354212,3,2,0.2566816851883701,7.8835375679949085,13.979580545915995,0,1,1,1,0,1
T196,36.74213845698301,83.45408833153907,0.2705106988990563,4,3,0.1546446311758612,7.392543578901632,10.225772939825184,0,1,1,1,0,1
T197,52.305876589182915,104.89097981526118,0.19814957611675857,1,2,0.09819347314094697,8.974317606416177,12.838947918474725,0,1,1,1,0,0
T198,50.87313077669,33.100554609575894,0.4470754290101499,0,4,0.21170634601940536,16.344854755923297,14.817576134438847,0,0,1,1,0,1
